IPTV Live,#genre#
宁夏卫视,http://112.17.40.140/PLTV/88888888/224/3221226209/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225719/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c212_scc_20190618_tfzeigwy_original_r10/c212_scc_20190618_tfzeigwy_original_r10.m3u8#http://183.230.80.8:80/000000001000/1000000002000031451/1.m3u8
青海卫视,http://112.17.40.140/PLTV/88888888/224/3221226191/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225760/1/index.m3u8?fmt=ts2hls#http://183.230.80.8:80/000000001000/6721180114242078041/1.m3u8
厦门卫视,http://39.135.15.70:6610/PLTV/88888888/224/3221225761/1/index.m3u8?fmt=ts2hls
山东卫视,http://39.130.206.132:6410/gitv_live/G_SHANDONG-HD/G_SHANDONG-HD.m3u8#http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000294803.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226144/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226410/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226587/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221226066/1/index.m3u8?fmt=ts2hls#http://39.135.15.70:6610/PLTV/88888888/224/3221225728/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c211_scc_20190618_uiv3cuzn_original_r10/c211_scc_20190618_uiv3cuzn_original_r10.m3u8#http://183.230.80.8:80/000000001000/1000000001000012807/1.m3u8#http://39.137.76.32:8089/00/SNM/CHANNEL00000301/index.m3u8
山西卫视,http://112.17.40.140/PLTV/88888888/224/3221226114/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225730/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c214_scc_20190618_wrbc04ks_original_r10/c214_scc_20190618_wrbc04ks_original_r10.m3u8#http://183.230.80.8:80/000000001000/4821787565788875765/1.m3u8
陕西卫视,http://112.17.40.140/PLTV/88888888/224/3221226177/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225688/1/index.m3u8?fmt=ts2hls#http://183.230.80.8:80/000000001000/7120278140251237664/1.m3u8
深圳卫视,http://39.130.206.132:6410/gitv_live/SZWS-HD/SZWS-HD.m3u8#http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000292203.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226203/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226486/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226524/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226543/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225712/1/index.m3u8?fmt=ts2hls#http://39.135.15.70:6610/PLTV/88888888/224/3221226069/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c212_scc_20190618_yj4szagp_original_r10/c212_scc_20190618_yj4szagp_original_r10.m3u8#http://183.230.80.8:80/000000001000/1000000001000011645/1.m3u8
四川卫视,http://39.130.206.132:6410/gitv_live/G_SICHUAN-HD/G_SICHUAN-HD.m3u8#http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000295003.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226215/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221226035/1/index.m3u8?fmt=ts2hls#http://39.135.15.70:6610/PLTV/88888888/224/3221225757/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c214_scc_20190617_ixvexdrz_original_r10/c214_scc_20190617_ixvexdrz_original_r10.m3u8#http://183.230.80.8:80/000000001000/1000000002000016825/1.m3u8
天津卫视,http://39.130.206.132:6410/gitv_live/G_TIANJIN-HD/G_TIANJIN-HD.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/tianjin_2_hd.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226182/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226412/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226488/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226516/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221226067/1/index.m3u8?fmt=ts2hls#http://39.135.15.70:6610/PLTV/88888888/224/3221225756/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c211_scc_20190618_f31q4x2s_original_r10/c211_scc_20190618_f31q4x2s_original_r10.m3u8#http://183.230.80.8:80/000000001000/1000000001000000831/1.m3u8
云南卫视,http://39.130.206.132:6410/gitv_live/G_YUNNAN-HD/G_YUNNAN-HD.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/yunnan_2_hd.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226241/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225687/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c211_scc_20190618_mbzyuhk4_original_r10/c211_scc_20190618_mbzyuhk4_original_r10.m3u8#http://183.230.80.8:80/000000001000/1000000002000024694/1.m3u8
浙江卫视,http://39.130.206.132:6410/gitv_live/ZJWS-HD/ZJWS-HD.m3u8#http://140.249.30.36/tlivecloud-cdn.ysp.cctv.cn/001/2000295503.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226551/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225750/1/index.m3u8?fmt=ts2hls#http://39.135.15.70:6610/PLTV/88888888/224/3221225780/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c214_scc_20190618_oxkugonc_original_r10/c214_scc_20190618_oxkugonc_original_r10.m3u8#http://183.230.80.8:80/000000001000/1000000001000009806/1.m3u8
西藏卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/xizang_2_hd.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226160/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225668/1/index.m3u8?fmt=ts2hls#http://183.230.80.8:80/000000001000/6603041244077933770/1.m3u8
新疆卫视,http://112.17.40.140/PLTV/88888888/224/3221226124/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225759/1/index.m3u8?fmt=ts2hls#http://183.230.80.8:80/000000001000/5802765535081445534/1.m3u8
延边卫视,http://39.135.15.70:6610/PLTV/88888888/224/3221225721/1/index.m3u8?fmt=ts2hls
凤凰卫视,http://112.17.40.140/PLTV/88888888/224/3221226368/index.m3u8
凤凰卫视资讯台,http://112.17.40.140/PLTV/88888888/224/3221226491/index.m3u8
兵团卫视,http://112.17.40.140/PLTV/88888888/224/3221226186/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225722/1/index.m3u8?fmt=ts2hls
农林卫视,http://39.135.15.70:6610/PLTV/88888888/224/3221225696/1/index.m3u8?fmt=ts2hls
地方,#genre#
重庆汽摩,http://39.135.15.70:6610/PLTV/88888888/224/3221225736/1/index.m3u8?fmt=ts2hls
冬奥纪实,http://39.130.206.132:6410/gitv_live/G_BEIJINGJS-HD/G_BEIJINGJS-HD.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226746/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225768/1/index.m3u8?fmt=ts2hls#http://39.135.15.70:6610/PLTV/88888888/224/3221226075/1/index.m3u8?fmt=ts2hls
峨眉电影,http://60.255.149.208/tslive/c212_scc_20190618_5nvsifwn_original_r10/c212_scc_20190618_5nvsifwn_original_r10.m3u8
求索纪录,http://112.17.40.140/PLTV/88888888/224/3221226610/index.m3u8
全纪实,http://60.255.149.208/tslive/c214_scc_20190618_v5ehytok_original_r10/c214_scc_20190618_v5ehytok_original_r10.m3u8
彩民在线,http://39.135.15.70:6610/PLTV/88888888/224/3221225724/1/index.m3u8?fmt=ts2hls
新视觉,http://60.255.149.208/tslive/c213_scc_20190618_ccee1od1_original_r10/c213_scc_20190618_ccee1od1_original_r10.m3u8
天元围棋,http://39.135.15.70:6610/PLTV/88888888/224/3221225714/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c212_scc_20190620_i2oihge1_original_r10/c212_scc_20190620_i2oihge1_original_r10.m3u8
文物宝库,http://39.135.15.70:6610/PLTV/88888888/224/3221225766/1/index.m3u8?fmt=ts2hls
武术世界,http://39.135.15.70:6610/PLTV/88888888/224/3221225691/1/index.m3u8?fmt=ts2hls
四海钓鱼,http://112.17.40.140/PLTV/88888888/224/3221226533/index.m3u8
体育赛事,http://39.135.15.70:6610/PLTV/88888888/224/3221226081/1/index.m3u8?fmt=ts2hls
生活时尚,http://60.255.149.208/tslive/c212_scc_20190618_vrqwjwec_original_r10/c212_scc_20190618_vrqwjwec_original_r10.m3u8
数码时代,http://112.17.40.140/PLTV/88888888/224/3221226638/index.m3u8
游戏风云,http://112.17.40.140/PLTV/88888888/224/3221226726/index.m3u8
游戏竞技,http://60.255.149.208/tslive/c211_scc_20190618_4ztlh52w_original_r10/c211_scc_20190618_4ztlh52w_original_r10.m3u8
中华美食,http://60.255.149.208/tslive/c212_scc_20190618_ewbvlwno_original_r10/c212_scc_20190618_ewbvlwno_original_r10.m3u8
摄影频道,http://60.255.149.208/tslive/c212_scc_20190618_jljxba4l_original_r10/c212_scc_20190618_jljxba4l_original_r10.m3u8
都市剧场,http://112.17.40.140/PLTV/88888888/224/3221226825/index.m3u8#http://60.255.149.208/tslive/c214_scc_20190618_4lpqgfgj_original_r10/c214_scc_20190618_4lpqgfgj_original_r10.m3u8
国学频道,http://39.135.15.70:6610/PLTV/88888888/224/3221225692/1/index.m3u8?fmt=ts2hls
欢笑剧场,http://60.255.149.208/tslive/c211_scc_20190618_zfhmkt12_original_r10/c211_scc_20190618_zfhmkt12_original_r10.m3u8
环球奇观,http://60.255.149.208/tslive/c213_scc_20190618_1owx0aoh_original_r10/c213_scc_20190618_1owx0aoh_original_r10.m3u8
极速汽车,http://60.255.149.208/tslive/c214_scc_20190618_foyfbby2_original_r10/c214_scc_20190618_foyfbby2_original_r10.m3u8
纪实人文,http://39.130.206.132:6410/gitv_live/G_SHANGHAIJS-HD/G_SHANGHAIJS-HD.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225767/1/index.m3u8?fmt=ts2hls
金鹰纪实,http://39.130.206.132:6410/gitv_live/G_JINYINGJS-HD/G_JINYINGJS-HD.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226831/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225671/1/index.m3u8?fmt=ts2hls#http://39.135.15.70:6610/PLTV/88888888/224/3221226064/1/index.m3u8?fmt=ts2hls
梨园频道,http://39.135.15.70:6610/PLTV/88888888/224/3221225701/1/index.m3u8?fmt=ts2hls
优优宝贝,http://112.17.40.140/PLTV/88888888/224/3221226829/index.m3u8
黑莓电竞,http://112.17.40.140/PLTV/88888888/224/3221226724/index.m3u8#http://183.230.80.8:80/000000001000/5320946857686967621/1.m3u8
黑莓电影,http://112.17.40.140/PLTV/88888888/224/3221226755/index.m3u8#http://183.230.80.8:80/000000001000/8785669936177902664/1.m3u8
黑莓动画,http://112.17.40.140/PLTV/88888888/224/3221226654/index.m3u8#http://183.230.80.8:80/000000001000/6497762188035533951/1.m3u8
优漫卡通,http://112.17.40.140/PLTV/88888888/224/3221226172/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225763/1/index.m3u8?fmt=ts2hls#http://183.230.80.8:80/000000001000/5574405527570022182/1.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225874/index.m3u8
哈哈炫动,http://112.17.40.140/PLTV/88888888/224/3221226745/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225689/1/index.m3u8?fmt=ts2hls#http://183.230.80.8:80/000000001000/5101217554085087042/1.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225872/index.m3u8
嘉佳卡通,http://112.17.40.140/PLTV/88888888/224/3221226461/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225690/1/index.m3u8?fmt=ts2hls
金鹰卡通,http://112.17.40.140/PLTV/88888888/224/3221226190/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225731/1/index.m3u8?fmt=ts2hls#http://183.230.80.8:80/000000001000/5201381050640253101/1.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225870/index.m3u8
卡酷少儿,http://112.17.40.140/PLTV/88888888/224/3221226184/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225732/1/index.m3u8?fmt=ts2hls#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225871/index.m3u8
山东教育卫视,http://183.230.80.8:80/000000001000/7341476808603780321/1.m3u8
数字,#genre#
CCTV兵器科技,http://39.135.15.70:6610/PLTV/88888888/224/3221225676/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c213_scc_20190618_adb3dsxh_original_r10/c213_scc_20190618_adb3dsxh_original_r10.m3u8
CCTV第一剧场,http://39.135.15.70:6610/PLTV/88888888/224/3221225702/1/index.m3u8?fmt=ts2hls
CCTV风云剧场,http://39.135.15.70:6610/PLTV/88888888/224/3221225700/1/index.m3u8?fmt=ts2hls
CCTV风云音乐,http://39.135.15.70:6610/PLTV/88888888/224/3221225698/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c212_scc_20190618_oyou1l43_original_r10/c212_scc_20190618_oyou1l43_original_r10.m3u8
CCTV风云足球,http://39.135.15.70:6610/PLTV/88888888/224/3221225734/1/index.m3u8?fmt=ts2hls
CCTV高尔夫网球,http://112.17.40.140/PLTV/88888888/224/3221226402/index.m3u8#http://39.135.15.70:6610/PLTV/88888888/224/3221225674/1/index.m3u8?fmt=ts2hls
CCTV怀旧剧场,http://39.135.15.70:6610/PLTV/88888888/224/3221225765/1/index.m3u8?fmt=ts2hls
CCTV老故事,http://39.135.15.70:6610/PLTV/88888888/224/3221225677/1/index.m3u8?fmt=ts2hls
CCTV女性时尚,http://39.135.15.70:6610/PLTV/88888888/224/3221225699/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c213_scc_20190618_jahoddg0_original_r10/c213_scc_20190618_jahoddg0_original_r10.m3u8
CCTV世界地理,http://39.135.15.70:6610/PLTV/88888888/224/3221225733/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c211_scc_20190618_whzzqk55_original_r10/c211_scc_20190618_whzzqk55_original_r10.m3u8
CCTV新科动漫,http://39.135.15.70:6610/PLTV/88888888/224/3221225678/1/index.m3u8?fmt=ts2hls
CCTV央视文化精品,http://39.135.15.70:6610/PLTV/88888888/224/3221225675/1/index.m3u8?fmt=ts2hls
CCTV中学生,http://39.135.15.70:6610/PLTV/88888888/224/3221225663/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c214_scc_20190618_xmfr0n1n_original_r10/c214_scc_20190618_xmfr0n1n_original_r10.m3u8
CETV早期教育,http://39.135.15.70:6610/PLTV/88888888/224/3221225679/1/index.m3u8?fmt=ts2hls#http://60.255.149.208/tslive/c211_scc_20190618_4xjwi0v3_original_r10/c211_scc_20190618_4xjwi0v3_original_r10.m3u8
CHC动作电影,http://60.255.149.208/tslive/c213_scc_20190618_wzkayvu1_original_r10/c213_scc_20190618_wzkayvu1_original_r10.m3u8
CHC高清电影,http://60.255.149.208/tslive/c211_scc_20190618_ek4k254b_original_r10/c211_scc_20190618_ek4k254b_original_r10.m3u8
CHC家庭影院,http://60.255.149.208/tslive/c212_scc_20190618_q0ktot1t_original_r10/c212_scc_20190618_q0ktot1t_original_r10.m3u8
DOXTV,http://39.135.15.70:6610/PLTV/88888888/224/3221226048/1/index.m3u8?fmt=ts2hls
搏击,http://183.230.80.8:80/000000001000/bokesen/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226737/index.m3u8
爱情喜剧,http://183.230.80.8:80/000000001000/8393829412396288037/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226660/index.m3u8
超级电影,http://183.230.80.8:80/000000001000/1000000004000002120/1.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225804/index.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225926/index.m3u8
超级体育,http://183.230.80.8:80/000000001000/1000000001000009601/1.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225803/index.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225925/index.m3u8
超级综艺,http://183.230.80.8:80/000000001000/1000000004000023658/1.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225801/index.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225924/index.m3u8
潮妈辣婆,http://183.230.80.8:80/000000001000/6516734029835465177/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226666/index.m3u8
动作电影,http://183.230.80.8:80/000000001000/8103864434730665389/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226747/index.m3u8
古装剧场,http://183.230.80.8:80/000000001000/6859053933687922163/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226753/index.m3u8
家庭剧场,http://183.230.80.8:80/000000001000/6316377948248689070/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226642/index.m3u8
健康有约,http://183.230.80.8:80/000000001000/7820874641606664941/1.m3u8
金牌综艺,http://183.230.80.8:80/000000001000/6399725674632152632/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226749/index.m3u8
惊悚悬疑,http://183.230.80.8:80/000000001000/7151256057701199617/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226656/index.m3u8
精品大剧,http://183.230.80.8:80/000000001000/7882297361445410858/1.m3u8
精品纪录,http://183.230.80.8:80/000000001000/6298506997017621594/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226763/index.m3u8
精品体育,http://183.230.80.8:80/000000001000/6460382139625130259/1.m3u8
军旅剧场,http://183.230.80.8:80/000000001000/7485075951068666323/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226682/index.m3u8
军事评论,http://183.230.80.8:80/000000001000/5822616274253344775/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226658/index.m3u8
农业致富,http://183.230.80.8:80/000000001000/6193684637634073625/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226664/index.m3u8
中国功夫,http://112.17.40.140/PLTV/88888888/224/3221226759/index.m3u8
音乐台,http://112.17.40.140/PLTV/88888888/224/3221226120/index.m3u8
动画台,http://112.17.40.140/PLTV/88888888/224/3221226178/index.m3u8
电影,http://112.17.40.140/PLTV/88888888/224/3221226245/index.m3u8
